Date,Hour,City,Area,Industrial,Households,Schools,Colleges,Hospitals,Total
2025-08-02,09:00,Bangalore,Mahadevapura,171.9,76.02,33.64,43.68,11.73,336.96
2025-08-02,09:00,Bangalore,Whitefield,214.33,93.37,35.73,32.6,10.48,386.51
2025-08-02,09:00,Bangalore,Hoodi,202.86,95.22,36.25,43.99,22.54,400.87
2025-08-02,09:00,Bangalore,Kadugodi,217.35,54.81,22.38,34.49,11.77,340.81
2025-08-02,09:00,Bangalore,Varthur,145.23,84.85,37.55,25.48,16.73,309.84
2025-08-02,09:00,Bangalore,Bellandur,208.35,64.66,17.37,16.87,29.2,336.45
2025-08-02,09:00,Bangalore,Sarjapur Road corridor,216.75,85.58,23.28,45.79,20.71,392.11
2025-08-02,09:00,Bangalore,Vijayanagar,219.05,88.46,25.83,31.5,15.36,380.2
2025-08-02,09:00,Bangalore,Basaveshwaranagar,132.31,61.21,38.25,30.52,14.25,276.54
2025-08-02,09:00,Bangalore,Nagarbhavi,187.02,95.3,29.65,40.62,12.28,364.87
2025-08-02,09:00,Bangalore,Chandra Layout,186.82,64.41,22.13,43.29,27.06,343.71
2025-08-02,09:00,Bangalore,Magadi Road,128.42,69.73,19.56,24.01,12.82,254.54
2025-08-02,09:00,Bangalore,Peenya (industrial),321.81,92.18,25.92,14.22,16.33,470.47
2025-08-02,09:00,Bangalore,Electronic City (Phase 1 & 2),278.74,87.97,26.32,36.29,20.37,449.69
2025-08-02,09:00,Bangalore,HSR–Bellandur–Outer Ring Road (ORR) tech belt,164.89,89.19,30.65,44.97,27.64,357.35
2025-08-02,09:00,Bangalore,Devanahalli/Airport Road (KIAL),151.2,53.88,31.06,47.62,29.66,313.42
2025-08-02,09:00,Bangalore,Hoskote/Old Madras Road stretch,155.9,58.7,14.87,37.95,15.77,283.19
2025-08-02,09:00,Bangalore,Nelamangala/Tumkur Road belt,200.37,81.15,38.03,11.69,15.75,347.0
2025-08-02,10:00,Bangalore,MG Road,204.33,83.3,22.0,31.88,29.37,370.89
2025-08-02,10:00,Bangalore,Brigade Road,191.66,82.68,24.0,24.47,28.78,351.59
2025-08-02,10:00,Bangalore,Church Street,175.31,95.22,32.24,35.09,27.31,365.18
2025-08-02,10:00,Bangalore,Richmond Town,224.3,89.35,35.55,13.73,20.36,383.28
2025-08-02,10:00,Bangalore,Shivajinagar,201.43,83.23,19.09,19.19,22.32,345.26
2025-08-02,10:00,Bangalore,Vasanth Nagar,219.34,98.67,17.37,12.33,10.86,358.57
2025-08-02,10:00,Bangalore,Ulsoor (Halasuru),188.64,86.4,38.82,40.52,19.19,373.57
2025-08-02,10:00,Bangalore,Indiranagar,130.38,91.41,21.3,25.86,13.43,282.38
2025-08-02,10:00,Bangalore,Koramangala,216.46,61.01,28.32,48.26,16.7,370.75
2025-08-02,10:00,Bangalore,Malleshwaram,175.31,53.95,36.85,47.7,11.39,325.2
2025-08-02,10:00,Bangalore,Rajajinagar,168.54,73.41,22.59,31.4,16.62,312.57
2025-08-02,10:00,Bangalore,Yeshwanthpur,154.99,62.44,26.56,21.7,14.44,280.14
2025-08-02,10:00,Bangalore,Hebbal,162.09,85.67,15.53,48.39,27.69,339.37
2025-08-02,10:00,Bangalore,RT Nagar,197.03,90.15,22.89,10.68,24.36,345.1
2025-08-02,10:00,Bangalore,Sahakara Nagar,135.92,99.63,22.69,24.21,11.59,294.04
2025-08-02,10:00,Bangalore,Yelahanka,143.75,85.17,22.84,49.54,15.41,316.71
2025-08-02,10:00,Bangalore,Jakkur,171.84,94.02,14.58,43.54,28.2,352.19
2025-08-02,10:00,Bangalore,Manyata Tech Park/Nagawara,185.1,58.02,17.06,19.7,23.45,303.33
2025-08-02,10:00,Bangalore,Jayanagar,160.54,62.57,37.43,41.63,23.27,325.44
2025-08-02,10:00,Bangalore,JP Nagar,219.75,80.47,19.46,31.68,18.6,369.96
2025-08-02,10:00,Bangalore,Basavanagudi,189.81,73.02,37.55,33.08,15.66,349.13
2025-08-02,10:00,Bangalore,Banashankari,191.59,69.34,12.21,48.89,13.14,335.17
2025-08-02,10:00,Bangalore,BTM Layout,175.79,53.09,26.25,10.34,25.51,290.98
2025-08-02,10:00,Bangalore,HSR Layout,213.66,90.36,17.6,12.37,17.74,351.73
2025-08-02,10:00,Bangalore,Bannerghatta Road belt,165.67,87.59,23.0,21.6,17.57,315.43
2025-08-02,10:00,Bangalore,Arekere,130.16,65.68,23.23,38.13,19.48,276.69
2025-08-02,10:00,Bangalore,Uttarahalli/Rajarajeshwari Nagar (RR Nagar),125.12,68.98,13.29,21.11,14.56,243.07
2025-08-02,10:00,Bangalore,KR Puram,132.57,66.52,24.37,11.37,25.77,260.61
2025-08-02,10:00,Bangalore,CV Raman Nagar,143.24,79.08,24.27,41.36,26.3,314.25
2025-08-02,10:00,Bangalore,Marathahalli,220.62,59.59,10.88,17.51,20.73,329.33
2025-08-02,10:00,Bangalore,Mahadevapura,143.32,59.35,21.78,35.88,10.06,270.39
2025-08-02,10:00,Bangalore,Whitefield,146.9,75.18,33.67,10.08,12.1,277.92
2025-08-02,10:00,Bangalore,Hoodi,203.22,50.6,26.92,16.57,29.32,326.62
2025-08-02,10:00,Bangalore,Kadugodi,169.02,50.68,20.9,33.87,28.48,302.95
2025-08-02,10:00,Bangalore,Varthur,223.54,69.55,30.23,26.46,20.64,370.41
2025-08-02,10:00,Bangalore,Bellandur,210.95,89.15,15.86,14.48,12.62,343.07
2025-08-02,10:00,Bangalore,Sarjapur Road corridor,213.33,57.13,39.2,20.84,18.1,348.6
2025-08-02,10:00,Bangalore,Vijayanagar,171.72,89.78,17.68,28.62,12.44,320.24
2025-08-02,10:00,Bangalore,Basaveshwaranagar,209.78,70.24,17.02,33.87,23.86,354.77
2025-08-02,10:00,Bangalore,Nagarbhavi,153.77,77.49,25.11,15.32,11.92,283.62
2025-08-02,10:00,Bangalore,Chandra Layout,152.29,79.64,12.76,45.18,29.72,319.59
2025-08-02,10:00,Bangalore,Magadi Road,212.67,97.44,19.16,49.41,29.98,408.66
2025-08-02,10:00,Bangalore,Peenya (industrial),255.45,56.52,15.14,49.2,18.52,394.83
2025-08-02,10:00,Bangalore,Electronic City (Phase 1 & 2),193.52,63.69,34.25,13.72,10.23,315.41
2025-08-02,10:00,Bangalore,HSR–Bellandur–Outer Ring Road (ORR) tech belt,124.03,59.56,24.96,17.34,16.57,242.47
2025-08-02,10:00,Bangalore,Devanahalli/Airport Road (KIAL),122.54,98.09,14.65,32.46,20.5,288.24
2025-08-02,10:00,Bangalore,Hoskote/Old Madras Road stretch,155.61,81.16,19.75,33.84,19.49,309.85
2025-08-02,10:00,Bangalore,Nelamangala/Tumkur Road belt,173.06,80.24,14.28,27.34,20.8,315.72
2025-08-02,11:00,Bangalore,MG Road,130.53,76.82,21.89,22.6,23.15,274.99
2025-08-02,11:00,Bangalore,Brigade Road,128.83,62.13,32.15,25.2,22.78,271.09
2025-08-02,11:00,Bangalore,Church Street,124.5,97.65,21.98,13.03,18.01,275.16
2025-08-02,11:00,Bangalore,Richmond Town,191.57,53.66,28.79,41.86,29.53,345.41
2025-08-02,11:00,Bangalore,Shivajinagar,159.79,76.05,37.8,49.55,10.05,333.24
2025-08-02,11:00,Bangalore,Vasanth Nagar,212.85,86.89,29.32,10.13,19.65,358.85
2025-08-02,11:00,Bangalore,Ulsoor (Halasuru),177.97,79.88,14.95,32.83,20.19,325.82
2025-08-02,11:00,Bangalore,Indiranagar,209.85,64.47,14.91,44.08,12.81,346.12
2025-08-02,11:00,Bangalore,Koramangala,203.25,64.61,26.99,39.8,17.11,351.75
2025-08-02,11:00,Bangalore,Malleshwaram,207.38,56.32,24.64,45.31,24.75,358.4
2025-08-02,11:00,Bangalore,Rajajinagar,209.29,79.14,25.59,18.94,25.22,358.18
2025-08-02,11:00,Bangalore,Yeshwanthpur,184.05,76.24,21.39,27.89,12.75,322.32
2025-08-02,11:00,Bangalore,Hebbal,164.09,98.0,11.92,15.87,21.62,311.49
2025-08-02,11:00,Bangalore,RT Nagar,155.58,50.89,23.06,25.77,16.61,271.91
2025-08-02,11:00,Bangalore,Sahakara Nagar,222.33,60.79,33.89,13.64,11.63,342.29
2025-08-02,11:00,Bangalore,Yelahanka,183.52,58.14,16.07,36.19,26.29,320.2
2025-08-02,11:00,Bangalore,Jakkur,204.81,77.09,30.99,29.88,25.04,367.81
2025-08-02,11:00,Bangalore,Manyata Tech Park/Nagawara,300.35,83.85,25.51,40.28,11.69,461.68
2025-08-02,11:00,Bangalore,Jayanagar,179.44,84.74,29.52,13.13,29.02,335.84
2025-08-02,11:00,Bangalore,JP Nagar,215.32,96.47,34.45,48.93,11.81,406.98
2025-08-02,11:00,Bangalore,Basavanagudi,191.95,85.46,18.26,34.76,28.31,358.74
2025-08-02,11:00,Bangalore,Banashankari,207.72,83.56,37.82,38.29,10.81,378.2
2025-08-02,11:00,Bangalore,BTM Layout,218.77,76.63,18.72,39.1,12.44,365.66
2025-08-02,11:00,Bangalore,HSR Layout,202.34,87.9,14.41,47.1,24.77,376.51
2025-08-02,11:00,Bangalore,Bannerghatta Road belt,181.73,94.08,35.0,27.94,13.58,352.32
2025-08-02,11:00,Bangalore,Arekere,188.61,50.02,25.23,24.88,14.94,303.68
2025-08-02,11:00,Bangalore,Uttarahalli/Rajarajeshwari Nagar (RR Nagar),148.29,66.57,36.13,23.8,14.92,289.7
2025-08-02,11:00,Bangalore,KR Puram,197.34,67.59,32.94,17.32,17.39,332.58
2025-08-02,11:00,Bangalore,CV Raman Nagar,209.88,51.52,36.03,33.51,14.57,345.52
2025-08-02,11:00,Bangalore,Marathahalli,215.35,87.4,39.28,42.71,19.0,403.74
2025-08-02,11:00,Bangalore,Mahadevapura,133.99,81.88,23.39,43.26,11.88,294.4
2025-08-02,11:00,Bangalore,Whitefield,171.85,95.49,27.82,34.45,16.42,346.02
2025-08-02,11:00,Bangalore,Hoodi,170.14,94.51,19.86,41.03,20.18,345.73
2025-08-02,11:00,Bangalore,Kadugodi,217.27,59.08,37.12,12.46,25.77,351.7
2025-08-02,11:00,Bangalore,Varthur,123.99,80.64,19.79,18.44,28.4,271.25
2025-08-02,11:00,Bangalore,Bellandur,144.16,94.57,38.15,40.02,21.72,338.61
2025-08-02,11:00,Bangalore,Sarjapur Road corridor,187.16,60.29,16.38,42.67,24.04,330.55
2025-08-02,11:00,Bangalore,Vijayanagar,194.99,58.38,34.72,11.96,26.65,326.69
2025-08-02,11:00,Bangalore,Basaveshwaranagar,186.3,51.53,38.6,38.66,17.26,332.34
2025-08-02,11:00,Bangalore,Nagarbhavi,173.14,68.83,37.02,43.78,11.42,334.2
2025-08-02,11:00,Bangalore,Chandra Layout,130.15,66.71,18.08,45.31,27.49,287.74
2025-08-02,11:00,Bangalore,Magadi Road,143.25,59.11,25.11,32.22,21.61,281.31
2025-08-02,11:00,Bangalore,Peenya (industrial),234.08,57.44,12.43,40.2,25.79,369.94
2025-08-02,11:00,Bangalore,Electronic City (Phase 1 & 2),196.1,54.1,13.32,18.83,10.18,292.53
2025-08-02,11:00,Bangalore,HSR–Bellandur–Outer Ring Road (ORR) tech belt,214.95,51.0,26.64,25.06,27.01,344.66
2025-08-02,11:00,Bangalore,Devanahalli/Airport Road (KIAL),168.8,94.13,10.6,39.78,24.38,337.69
2025-08-02,11:00,Bangalore,Hoskote/Old Madras Road stretch,182.16,81.58,12.64,43.19,14.11,333.67
2025-08-02,11:00,Bangalore,Nelamangala/Tumkur Road belt,220.9,86.89,33.25,41.25,21.61,403.91
2025-08-02,12:00,Bangalore,MG Road,169.76,54.36,11.93,22.67,20.5,279.22
2025-08-02,12:00,Bangalore,Brigade Road,218.59,94.18,21.97,43.21,17.74,395.69
2025-08-02,12:00,Bangalore,Church Street,197.67,87.46,32.61,20.49,15.15,353.38
2025-08-02,12:00,Bangalore,Richmond Town,178.65,97.22,33.46,40.84,20.19,370.36
2025-08-02,12:00,Bangalore,Shivajinagar,204.08,71.92,31.89,12.0,22.17,342.06
2025-08-02,12:00,Bangalore,Vasanth Nagar,190.77,62.94,21.81,16.36,24.5,316.38
2025-08-02,12:00,Bangalore,Ulsoor (Halasuru),187.17,83.23,17.37,11.79,12.65,312.2
2025-08-02,12:00,Bangalore,Indiranagar,177.69,84.75,29.47,13.18,22.06,327.15
2025-08-02,12:00,Bangalore,Koramangala,180.02,79.95,15.16,16.75,25.14,317.03
2025-08-02,12:00,Bangalore,Malleshwaram,163.05,56.81,24.19,37.36,10.91,292.32
2025-08-02,12:00,Bangalore,Rajajinagar,144.05,74.19,16.01,49.43,14.31,297.99
2025-08-02,12:00,Bangalore,Yeshwanthpur,164.15,88.62,30.79,18.61,28.26,330.42
2025-08-02,12:00,Bangalore,Hebbal,125.69,77.99,20.0,30.29,20.23,274.2
2025-08-02,12:00,Bangalore,RT Nagar,133.26,75.23,38.67,36.35,22.44,305.95
2025-08-02,12:00,Bangalore,Sahakara Nagar,203.27,58.15,28.53,25.07,12.77,327.8
2025-08-02,12:00,Bangalore,Yelahanka,155.06,56.17,16.7,16.7,26.13,270.76
2025-08-02,12:00,Bangalore,Jakkur,141.89,97.23,24.82,26.88,21.91,312.72
2025-08-02,12:00,Bangalore,Manyata Tech Park/Nagawara,295.89,67.52,11.54,32.18,12.45,419.58
2025-08-02,12:00,Bangalore,Jayanagar,155.74,94.88,20.04,39.94,14.29,324.88
2025-08-02,12:00,Bangalore,JP Nagar,179.46,98.13,17.4,25.55,22.35,342.89
2025-08-02,12:00,Bangalore,Basavanagudi,218.74,51.7,33.72,18.83,28.1,351.09
2025-08-02,12:00,Bangalore,Banashankari,206.31,99.98,21.36,48.85,22.69,399.19
2025-08-02,12:00,Bangalore,BTM Layout,201.16,51.56,15.06,35.38,19.45,322.61
2025-08-02,12:00,Bangalore,HSR Layout,158.09,61.01,30.31,22.08,24.94,296.43
2025-08-02,12:00,Bangalore,Bannerghatta Road belt,172.28,87.48,25.66,15.11,23.36,323.89
2025-08-02,12:00,Bangalore,Arekere,220.48,61.8,19.88,49.33,13.37,364.86
2025-08-02,12:00,Bangalore,Uttarahalli/Rajarajeshwari Nagar (RR Nagar),149.2,92.84,14.36,48.23,21.11,325.74
2025-08-02,12:00,Bangalore,KR Puram,188.16,74.88,17.43,32.79,21.77,335.03
2025-08-02,12:00,Bangalore,CV Raman Nagar,207.2,62.78,35.16,33.18,20.19,358.51
2025-08-02,12:00,Bangalore,Marathahalli,135.53,80.43,31.88,20.21,20.26,288.3
2025-08-02,12:00,Bangalore,Mahadevapura,149.08,81.27,29.92,10.42,21.82,292.51
2025-08-02,12:00,Bangalore,Whitefield,209.85,95.01,25.34,29.4,28.85,388.45
2025-08-02,12:00,Bangalore,Hoodi,183.82,64.81,17.27,18.56,22.87,307.33
2025-08-02,12:00,Bangalore,Kadugodi,131.62,87.54,25.1,37.28,23.73,305.28
2025-08-02,12:00,Bangalore,Varthur,165.76,67.08,29.43,46.42,24.81,333.5
2025-08-02,12:00,Bangalore,Bellandur,177.48,65.24,21.13,47.19,14.98,326.03
2025-08-02,12:00,Bangalore,Sarjapur Road corridor,170.0,64.47,13.64,47.49,21.79,317.39
2025-08-02,12:00,Bangalore,Vijayanagar,180.79,66.81,26.75,48.17,14.04,336.56
2025-08-02,12:00,Bangalore,Basaveshwaranagar,178.89,74.7,18.91,39.11,28.08,339.69
2025-08-02,12:00,Bangalore,Nagarbhavi,168.14,73.4,22.23,16.98,14.74,295.49
2025-08-02,12:00,Bangalore,Chandra Layout,166.15,69.92,11.64,46.82,15.37,309.9
2025-08-02,12:00,Bangalore,Magadi Road,197.42,94.81,15.12,35.01,15.39,357.74
2025-08-02,12:00,Bangalore,Peenya (industrial),221.57,80.9,15.63,47.46,13.39,378.94
2025-08-02,12:00,Bangalore,Electronic City (Phase 1 & 2),306.83,53.33,31.08,30.52,23.82,445.59
2025-08-02,12:00,Bangalore,HSR–Bellandur–Outer Ring Road (ORR) tech belt,157.63,86.59,30.77,44.99,24.16,344.15
2025-08-02,12:00,Bangalore,Devanahalli/Airport Road (KIAL),140.07,85.72,17.27,36.71,11.34,291.11
2025-08-02,12:00,Bangalore,Hoskote/Old Madras Road stretch,153.73,74.27,26.7,12.2,18.13,285.03
2025-08-02,12:00,Bangalore,Nelamangala/Tumkur Road belt,189.27,53.07,32.7,38.15,26.36,339.54
2025-08-02,13:00,Bangalore,MG Road,167.15,55.49,39.88,23.1,28.71,314.33
2025-08-02,13:00,Bangalore,Brigade Road,124.85,79.08,15.74,49.93,10.17,279.77
2025-08-02,13:00,Bangalore,Church Street,172.21,58.56,38.09,22.77,12.1,303.72
2025-08-02,13:00,Bangalore,Richmond Town,155.74,76.63,34.93,34.77,13.75,315.81
2025-08-02,13:00,Bangalore,Shivajinagar,193.13,86.31,20.51,17.25,14.66,331.85
2025-08-02,13:00,Bangalore,Vasanth Nagar,125.74,56.68,24.58,45.97,20.66,273.62
2025-08-02,13:00,Bangalore,Ulsoor (Halasuru),198.46,71.67,18.69,24.86,10.66,324.35
2025-08-02,13:00,Bangalore,Indiranagar,173.42,65.58,25.72,49.9,13.99,328.62
2025-08-02,13:00,Bangalore,Koramangala,171.83,99.83,16.81,23.19,21.73,333.39
2025-08-02,13:00,Bangalore,Malleshwaram,172.61,79.44,34.37,49.38,20.71,356.5
2025-08-02,13:00,Bangalore,Rajajinagar,121.74,99.73,23.67,48.91,21.57,315.61
2025-08-02,13:00,Bangalore,Yeshwanthpur,220.0,64.11,27.26,43.09,24.43,378.87
2025-08-02,13:00,Bangalore,Hebbal,198.55,59.37,33.57,48.56,24.69,364.74
2025-08-02,13:00,Bangalore,RT Nagar,127.7,74.39,25.37,37.31,11.24,276.0
2025-08-02,13:00,Bangalore,Sahakara Nagar,126.32,92.13,24.1,46.88,23.27,312.69
2025-08-02,13:00,Bangalore,Yelahanka,177.83,68.99,33.22,19.72,10.62,310.38
2025-08-02,13:00,Bangalore,Jakkur,145.18,84.29,21.59,32.78,24.34,308.18
2025-08-02,13:00,Bangalore,Manyata Tech Park/Nagawara,317.82,50.52,32.82,13.24,28.23,442.63
2025-08-02,13:00,Bangalore,Jayanagar,134.09,59.53,16.02,22.82,22.98,255.44
2025-08-02,13:00,Bangalore,JP Nagar,133.0,81.77,25.35,28.87,27.03,296.02
2025-08-02,13:00,Bangalore,Basavanagudi,177.97,97.49,11.78,29.08,20.12,336.45
2025-08-02,13:00,Bangalore,Banashankari,147.19,88.87,11.05,26.14,20.88,294.13
2025-08-02,13:00,Bangalore,BTM Layout,219.0,95.63,34.08,15.61,28.81,393.13
2025-08-02,13:00,Bangalore,HSR Layout,183.95,63.31,33.08,26.59,25.81,332.76
2025-08-02,13:00,Bangalore,Bannerghatta Road belt,152.28,72.77,27.44,36.17,23.58,312.24
2025-08-02,13:00,Bangalore,Arekere,134.56,92.43,32.54,47.72,25.61,332.86
2025-08-02,13:00,Bangalore,Uttarahalli/Rajarajeshwari Nagar (RR Nagar),196.32,97.28,17.79,44.65,14.94,370.98
2025-08-02,13:00,Bangalore,KR Puram,207.62,97.82,29.81,10.66,12.62,358.52
2025-08-02,13:00,Bangalore,CV Raman Nagar,134.04,92.99,33.5,32.05,11.13,303.72
2025-08-02,13:00,Bangalore,Marathahalli,136.61,77.7,28.0,41.3,23.19,306.81
2025-08-02,13:00,Bangalore,Mahadevapura,156.57,52.53,17.7,28.97,26.01,281.79
2025-08-02,13:00,Bangalore,Whitefield,195.59,54.76,33.32,33.82,16.78,334.28
2025-08-02,13:00,Bangalore,Hoodi,146.55,60.85,29.63,26.46,26.49,289.99
2025-08-02,13:00,Bangalore,Kadugodi,120.27,55.72,26.89,14.17,23.57,240.61
2025-08-02,13:00,Bangalore,Varthur,165.21,86.27,38.86,32.9,28.86,352.11
2025-08-02,13:00,Bangalore,Bellandur,192.22,99.78,21.94,27.3,11.37,352.61
2025-08-02,13:00,Bangalore,Sarjapur Road corridor,136.83,57.95,26.69,32.38,17.87,271.72
2025-08-02,13:00,Bangalore,Vijayanagar,187.57,83.65,27.16,48.92,11.5,358.8
2025-08-02,13:00,Bangalore,Basaveshwaranagar,136.81,70.69,38.42,37.74,17.67,301.34
2025-08-02,13:00,Bangalore,Nagarbhavi,145.16,81.42,13.28,27.7,11.17,278.72
2025-08-02,13:00,Bangalore,Chandra Layout,141.57,63.34,30.5,45.91,22.89,304.21
2025-08-02,13:00,Bangalore,Magadi Road,206.08,76.32,22.01,12.24,22.33,338.98
2025-08-02,13:00,Bangalore,Peenya (industrial),316.29,84.37,31.61,11.94,13.93,458.14
2025-08-02,13:00,Bangalore,Electronic City (Phase 1 & 2),325.07,86.28,34.94,47.98,18.77,513.04
2025-08-02,13:00,Bangalore,HSR–Bellandur–Outer Ring Road (ORR) tech belt,178.05,98.23,26.99,25.57,20.44,349.27
2025-08-02,13:00,Bangalore,Devanahalli/Airport Road (KIAL),214.89,96.71,26.16,39.5,20.66,397.92
2025-08-02,13:00,Bangalore,Hoskote/Old Madras Road stretch,192.27,80.82,24.72,41.1,18.33,357.24
2025-08-02,13:00,Bangalore,Nelamangala/Tumkur Road belt,181.43,74.48,15.57,27.76,27.7,326.94
2025-08-02,14:00,Bangalore,MG Road,178.37,56.48,24.79,43.41,11.3,314.35
2025-08-02,14:00,Bangalore,Brigade Road,208.28,75.79,37.95,42.15,27.42,391.6
2025-08-02,14:00,Bangalore,Church Street,183.86,91.91,31.01,20.98,12.15,339.9
2025-08-02,14:00,Bangalore,Richmond Town,136.91,53.83,23.37,39.76,19.9,273.77
2025-08-02,14:00,Bangalore,Shivajinagar,123.35,92.16,15.42,44.58,25.01,300.52
2025-08-02,14:00,Bangalore,Vasanth Nagar,150.2,99.91,21.64,22.14,15.47,309.36
2025-08-02,14:00,Bangalore,Ulsoor (Halasuru),184.37,57.72,19.62,14.18,21.41,297.31
2025-08-02,14:00,Bangalore,Indiranagar,205.6,95.98,10.15,17.86,28.27,357.87
2025-08-02,14:00,Bangalore,Koramangala,189.53,80.54,27.79,24.74,22.06,344.67
2025-08-02,14:00,Bangalore,Malleshwaram,203.24,74.79,32.6,32.45,22.14,365.22
2025-08-02,14:00,Bangalore,Rajajinagar,194.59,89.1,18.94,15.22,16.98,334.83
2025-08-02,14:00,Bangalore,Yeshwanthpur,125.57,86.64,12.99,32.42,13.48,271.1
2025-08-02,14:00,Bangalore,Hebbal,133.62,87.38,12.24,12.36,23.46,269.06
2025-08-02,14:00,Bangalore,RT Nagar,182.79,72.69,29.6,36.97,12.06,334.11
2025-08-02,14:00,Bangalore,Sahakara Nagar,150.89,85.31,35.72,48.43,21.32,341.67
2025-08-02,14:00,Bangalore,Yelahanka,155.09,71.59,37.39,32.06,25.79,321.93
2025-08-02,14:00,Bangalore,Jakkur,169.76,96.2,29.96,20.03,20.02,335.98
2025-08-02,14:00,Bangalore,Manyata Tech Park/Nagawara,189.38,53.15,31.14,21.74,18.11,313.5
2025-08-02,14:00,Bangalore,Jayanagar,172.4,57.13,24.51,33.07,22.86,309.97
2025-08-02,14:00,Bangalore,JP Nagar,181.29,51.05,28.06,19.42,21.87,301.7
2025-08-02,14:00,Bangalore,Basavanagudi,128.33,55.11,10.1,43.37,13.28,250.19
2025-08-02,14:00,Bangalore,Banashankari,202.42,68.48,31.94,34.52,21.99,359.34
2025-08-02,14:00,Bangalore,BTM Layout,224.51,51.4,38.89,25.22,22.79,362.82
2025-08-02,14:00,Bangalore,HSR Layout,222.79,72.68,23.13,31.13,20.7,370.44
2025-08-02,14:00,Bangalore,Bannerghatta Road belt,121.28,77.07,28.42,47.11,21.33,295.2
2025-08-02,14:00,Bangalore,Arekere,213.46,91.33,12.66,21.28,19.19,357.92
2025-08-02,14:00,Bangalore,Uttarahalli/Rajarajeshwari Nagar (RR Nagar),221.51,53.93,26.7,30.63,16.53,349.31
2025-08-02,14:00,Bangalore,KR Puram,223.35,74.75,26.09,24.04,23.27,371.5
2025-08-02,14:00,Bangalore,CV Raman Nagar,187.0,83.69,38.79,18.47,16.4,344.35
2025-08-02,14:00,Bangalore,Marathahalli,145.62,65.39,22.26,29.05,28.62,290.95
2025-08-02,14:00,Bangalore,Mahadevapura,193.56,97.46,33.62,45.41,18.54,388.6
2025-08-02,14:00,Bangalore,Whitefield,191.64,72.33,23.54,39.21,27.3,354.01
2025-08-02,14:00,Bangalore,Hoodi,179.23,99.51,38.46,40.99,17.27,375.45
2025-08-02,14:00,Bangalore,Kadugodi,191.49,92.18,36.05,31.56,14.86,366.15
2025-08-02,14:00,Bangalore,Varthur,216.97,82.96,21.86,18.05,17.53,357.37
2025-08-02,14:00,Bangalore,Bellandur,132.49,66.01,22.29,19.27,18.08,258.15
2025-08-02,14:00,Bangalore,Sarjapur Road corridor,148.33,86.85,32.28,41.83,13.39,322.67
2025-08-02,14:00,Bangalore,Vijayanagar,130.15,63.5,10.07,17.47,24.03,245.22
2025-08-02,14:00,Bangalore,Basaveshwaranagar,203.31,53.77,39.92,28.57,28.18,353.75
2025-08-02,14:00,Bangalore,Nagarbhavi,155.97,76.02,30.88,35.78,20.21,318.86
2025-08-02,14:00,Bangalore,Chandra Layout,214.92,73.66,11.01,39.83,20.91,360.34
2025-08-02,14:00,Bangalore,Magadi Road,148.5,50.58,23.44,18.38,25.37,266.27
2025-08-02,14:00,Bangalore,Peenya (industrial),277.05,80.95,31.6,12.86,22.84,425.3
2025-08-02,14:00,Bangalore,Electronic City (Phase 1 & 2),212.35,68.9,10.67,20.01,28.02,339.94
2025-08-02,14:00,Bangalore,HSR–Bellandur–Outer Ring Road (ORR) tech belt,213.34,82.23,26.21,46.55,26.92,395.24
2025-08-02,14:00,Bangalore,Devanahalli/Airport Road (KIAL),170.87,99.39,36.86,35.56,29.59,372.27
2025-08-02,14:00,Bangalore,Hoskote/Old Madras Road stretch,173.72,54.49,11.41,37.39,25.97,302.99
2025-08-02,14:00,Bangalore,Nelamangala/Tumkur Road belt,175.25,62.85,11.19,38.89,10.38,298.55
2025-08-02,15:00,Bangalore,MG Road,121.88,55.22,28.38,23.13,28.5,257.11
2025-08-02,15:00,Bangalore,Brigade Road,188.83,53.99,20.66,16.72,20.48,300.68
2025-08-02,15:00,Bangalore,Church Street,169.47,54.35,32.89,41.4,12.07,310.17
2025-08-02,15:00,Bangalore,Richmond Town,197.42,93.91,14.92,44.02,29.79,380.06
2025-08-02,15:00,Bangalore,Shivajinagar,130.05,75.57,19.25,10.18,18.16,253.21
2025-08-02,15:00,Bangalore,Vasanth Nagar,180.94,95.53,32.3,13.89,25.65,348.32
2025-08-02,15:00,Bangalore,Ulsoor (Halasuru),208.5,62.7,21.61,20.82,23.75,337.38
2025-08-02,15:00,Bangalore,Indiranagar,211.1,94.89,17.83,40.97,20.89,385.68
2025-08-02,15:00,Bangalore,Koramangala,167.76,64.92,37.32,37.24,12.83,320.07
2025-08-02,15:00,Bangalore,Malleshwaram,171.7,97.93,15.93,31.35,12.18,329.09
2025-08-02,15:00,Bangalore,Rajajinagar,155.66,84.11,27.2,19.42,18.08,304.47
2025-08-02,15:00,Bangalore,Yeshwanthpur,221.31,57.03,33.08,24.56,17.42,353.39
2025-08-02,15:00,Bangalore,Hebbal,184.64,78.41,35.78,34.28,19.37,352.47
2025-08-02,15:00,Bangalore,RT Nagar,150.55,71.08,25.12,23.12,23.46,293.34
2025-08-02,15:00,Bangalore,Sahakara Nagar,217.74,77.22,28.98,13.01,22.42,359.37
2025-08-02,15:00,Bangalore,Yelahanka,154.52,74.07,23.1,11.43,12.51,275.63
2025-08-02,15:00,Bangalore,Jakkur,143.38,50.89,30.75,44.11,16.24,285.37
2025-08-02,15:00,Bangalore,Manyata Tech Park/Nagawara,205.74,92.72,12.52,25.45,25.23,361.66
